Utgiftsområde,Anslag,Namn,Regeringen,C,KD,L,M,SD,V
17,8:5,Statliga utställningsgarantier och inköp av vissa kulturföremål,80000,0.0,0.0,0.0,0.0,0.0,0.0
7,99:1,Additionellt klimatbistånd,,0.0,0.0,0.0,0.0,0.0,500000000.0
22,99:1,Anslagsstöd Sjöfartsverket,,0.0,0.0,0.0,0.0,0.0,600000000.0
6,99:1,Beredskapslager,,0.0,0.0,0.0,0.0,300000000.0,0.0
6,99:1,Beredskapslager för livsmedel,,0.0,0.0,0.0,0.0,0.0,100000000.0
15,99:1,Betald polisutbildning,,0.0,0.0,0.0,0.0,0.0,0.0
12,99:1,Bidrag till förstföderskor,,0.0,0.0,0.0,0.0,1000000000.0,0.0
24,99:1,Central plattform för regelgivning,,0.0,3000000.0,0.0,0.0,0.0,0.0
6,99:1,Cybersäkerhetsmyndighet,,0.0,10000000.0,0.0,0.0,0.0,0.0
17,99:1,Digitalisering och uppordning på kulturarvsinstitutioner,,0.0,0.0,0.0,0.0,0.0,65000000.0
14,99:1,Flyttbidrag,,0.0,0.0,0.0,0.0,0.0,200000000.0
3,99:1,Folkräkning,,0.0,0.0,0.0,0.0,500000000.0,0.0
21,99:1,Forskningsreaktor,,0.0,0.0,0.0,0.0,150000000.0,0.0
20,99:1,Förberedelser för lagring av koldioxid i Sverige,,0.0,0.0,20000.0,0.0,0.0,0.0
21,99:1,Insatser för fossilfri energi,,0.0,0.0,25000.0,0.0,0.0,0.0
8,99:1,Inspektion för migrationsfrågor,,0.0,10000000.0,0.0,0.0,0.0,0.0
23,99:1,Investeringspott för fossilfria maskiner och fordon inom jordbruket,,0.0,0.0,0.0,0.0,0.0,125000000.0
20,99:1,Investeringsstöd för produktion av förnybara drivmedel samt laddinfrastruktur,,0.0,0.0,0.0,0.0,0.0,500000000.0
2,99:1,Kommuners finansiella samarbete,,280000000.0,0.0,0.0,0.0,0.0,0.0
20,99:1,Laddinfrastruktur elfordon,,0.0,0.0,0.0,0.0,350000000.0,0.0
14,99:1,Lärlingsanställningar,,0.0,0.0,0.0,0.0,250000000.0,0.0
10,99:1,Mentorer för sjukskrivna,,0.0,7000000.0,0.0,0.0,0.0,0.0
9,99:1,Nationell återhämtningsstrategi för vårdpersonal,,0.0,0.0,0.0,0.0,10000000.0,0.0
22,99:1,Näringslivspott för järnvägsanslutningar till industrier,,0.0,0.0,0.0,0.0,50000000.0,0.0
13,99:1,Obligatorisk förskola för vissa barn,,0.0,0.0,0.0,0.0,380000000.0,0.0
24,99:1,Program grön omställning inom pappersindustrin,,0.0,0.0,0.0,0.0,0.0,200000000.0
10,99:1,Sjuklön för små företag,,0.0,0.0,0.0,0.0,0.0,2700000000.0
10,99:1,Sjuklön för småföretag,,0.0,0.0,0.0,0.0,3000000000.0,0.0
21,99:1,Sol- och vindkraft på offentliga byggnader,,0.0,0.0,0.0,0.0,0.0,1000000000.0
24,99:1,Starta-eget bidrag för yrkesverksamma,,0.0,0.0,0.0,0.0,100000000.0,0.0
18,99:1,Statliga topplån,,0.0,0.0,0.0,0.0,0.0,200000000.0
4,99:1,Statligt stöd till kommunala ordningsvakter och lokala trygghetsåtgärder,,0.0,0.0,0.0,500000000.0,0.0,0.0
13,99:1,Statsbidrag för kvinno- och tjejjourer,,200000000.0,0.0,0.0,0.0,0.0,0.0
15,99:1,Studieskuldsavdrag lärare i glesbygd,,0.0,0.0,0.0,0.0,100000000.0,0.0
17,99:1,Stöd till estetisk hållbarhet,,0.0,0.0,0.0,0.0,250000000.0,0.0
16,99:1,Stöd till glesbygdsskolor,,0.0,0.0,0.0,0.0,380000000.0,0.0
18,99:1,Stöd till lokal konsumentvägledning,,0.0,0.0,0.0,0.0,129000000.0,0.0
18,99:1,Stöd till åtgärder mot radon i bostäder,,0.0,20000000.0,0.0,0.0,0.0,0.0
23,99:1,Subvention till fossilfria bränslen,,0.0,0.0,150000.0,0.0,0.0,0.0
1,99:1,Svensk ambassadör för FN-resolution 1325,,0.0,0.0,0.0,0.0,0.0,3000000.0
22,99:1,Upprustning av kommunal vägbelysning,,200000000.0,0.0,0.0,0.0,0.0,0.0
20,99:1,Utbyggd laddinfrastruktur,,0.0,0.0,0.0,1000000000.0,0.0,0.0
20,99:1,Viltmyndighet,,15000000.0,0.0,0.0,0.0,0.0,0.0
17,99:1,Ökad gemenskap och fysisk aktivitet funktionsnedsatta,,0.0,10000000.0,0.0,0.0,0.0,0.0
17,99:10,Bibliotekssatsning,,0.0,0.0,0.0,0.0,100000000.0,0.0
23,99:10,Kontrollfunktion livsmedelsbedrägerier,,0.0,0.0,0.0,0.0,30000000.0,0.0
17,99:11,LOA-fond,,0.0,0.0,0.0,0.0,100000000.0,0.0
16,99:11,Ökat basanslag,,0.0,0.0,0.0,0.0,300000000.0,0.0
16,99:12,Ökad generell skolpeng,,0.0,0.0,0.0,0.0,2000000000.0,0.0
20,99:2,Biopremie,,0.0,0.0,0.0,0.0,0.0,0.0
23,99:2,Biopremier inom jordbruket,,0.0,0.0,0.0,0.0,0.0,25000000.0
9,99:2,Fond för idéburen vård och omsorg,,0.0,300000000.0,0.0,0.0,0.0,0.0
21,99:2,Förberedelser för elflyg,,0.0,0.0,20000.0,0.0,0.0,0.0
20,99:2,Förädlingsprojekt Alm och Ask,,0.0,0.0,0.0,0.0,20000000.0,0.0
20,99:2,Grönt bränslestöd,,0.0,0.0,0.0,800000000.0,0.0,0.0
9,99:2,Högkostnadsskydd för TBE vaccin & avgiftsfritt för barn,,0.0,0.0,0.0,0.0,0.0,100000000.0
18,99:2,Klimatsmart stadsplanering,,0.0,0.0,0.0,0.0,0.0,100000000.0
21,99:2,Kreditgarantier för elnätsinvesteringar,,0.0,0.0,0.0,0.0,0.0,5000000.0
17,99:2,Kulturreservat,,0.0,0.0,0.0,0.0,40000000.0,0.0
9,99:2,Kvinnors hälsa,,0.0,0.0,0.0,0.0,250000000.0,0.0
20,99:2,Moderna och hållbara städer,,0.0,0.0,0.0,0.0,0.0,2000000000.0
22,99:2,Näringslivspott till stöd för väganslutningar till industrier,,0.0,0.0,0.0,0.0,250000000.0,0.0
18,99:2,Planeringsstimulans för fler småhus,,0.0,350000000.0,0.0,0.0,0.0,0.0
16,99:2,"Slopat karensavdrag för förskolepersonal, lärare i grundskolan och fritidspersonal",,0.0,0.0,0.0,0.0,200000000.0,0.0
22,99:2,Stöd till tågfärjor,,0.0,0.0,0.0,0.0,0.0,100000000.0
23,99:2,Växtförädling,,0.0,0.0,0.0,0.0,10000000.0,0.0
17,99:2,Äldrelyftet,,0.0,20000000.0,0.0,0.0,0.0,0.0
18,99:2,Ökad trygghet i utsatta områden,,0.0,0.0,0.0,0.0,750000000.0,0.0
22,99:3,Bidrag till Underhåll av enskilda vägar,,0.0,0.0,0.0,0.0,50000000.0,0.0
18,99:3,Bidrag till åtgärder mot radon i bostäder,,0.0,0.0,0.0,0.0,34000000.0,0.0
9,99:3,Bostad först,,0.0,200000000.0,0.0,0.0,0.0,0.0
20,99:3,Centrum för genteknik i naturens tjänst,,0.0,0.0,0.0,0.0,10000000.0,0.0
18,99:3,Investeringsstöd för uppförande av klimatsmarta flerbostadshus i trä,,0.0,0.0,0.0,0.0,0.0,1000000000.0
17,99:3,Kulturarvs-ROT,,0.0,0.0,0.0,0.0,160000000.0,0.0
9,99:3,Nationellt program mot livmoderhalscancer,,0.0,0.0,0.0,0.0,150000000.0,0.0
17,99:3,Riktad satsning kulturrådet ideella musikarrangörer,,0.0,15000000.0,0.0,0.0,0.0,0.0
21,99:3,Räntefria lån för expansion av elnät utifrån prognos,,0.0,0.0,15000.0,0.0,0.0,0.0
18,99:3,Trygghetsskapande åtgärder i den fysiska miljön,,0.0,500000000.0,0.0,0.0,0.0,0.0
22,99:3,Utbildningssatsning järnväg och sjöfart,,0.0,0.0,0.0,0.0,0.0,120000000.0
16,99:3,Utökning SYV grundskola och gymnasieskola,,0.0,0.0,0.0,0.0,125000000.0,0.0
23,99:3,Åkermarksinventering,,0.0,0.0,0.0,0.0,2000000.0,0.0
22,99:4,Godspendlar,,0.0,0.0,0.0,0.0,0.0,100000000.0
22,99:4,Inköp av två brandflygplan,,0.0,0.0,0.0,0.0,110000000.0,0.0
16,99:4,Jourklasser,,0.0,0.0,0.0,0.0,800000000.0,0.0
17,99:4,Kulturarvsfond,,0.0,0.0,0.0,0.0,100000000.0,0.0
9,99:4,Nationellt Kunskapscentrum för frågor om oönskad sexualitet och prevention av sexuellt våld,,0.0,5000000.0,0.0,0.0,0.0,0.0
23,99:4,Sekretariat för synkronisering av forskning och behov,,0.0,0.0,0.0,0.0,5000000.0,0.0
18,99:4,Stöd till klimatneutrala byggplaner,,0.0,0.0,0.0,0.0,0.0,100000000.0
22,99:5,Konverteringsstöd för begagnade bilar,,0.0,0.0,0.0,0.0,0.0,100000000.0
9,99:5,Mammografi infosatsning,,0.0,50000000.0,0.0,0.0,0.0,0.0
23,99:5,Miljöprövningsdelegation för tillståndsprövningar,,0.0,0.0,0.0,0.0,10000000.0,0.0
17,99:5,Skapande äldreomsorg,,0.0,0.0,0.0,0.0,35000000.0,0.0
16,99:5,Utökad personaltäthet fritids,,0.0,0.0,0.0,0.0,250000000.0,0.0
23,99:6,Pilotprojekt för avbytartjänst inom jordbruket,,0.0,0.0,0.0,0.0,20000000.0,0.0
9,99:6,Utrota livmoderhalscancer,,0.0,25000000.0,0.0,0.0,0.0,0.0
16,99:6,Ökad lärartäthet o undervisningstid högre utbildning,,0.0,0.0,0.0,0.0,250000000.0,0.0
17,99:6,Öppna museer,,0.0,0.0,0.0,0.0,150000000.0,0.0
16,99:7,Avskaffat produktivitetsbidrag,,0.0,0.0,0.0,0.0,460000000.0,0.0
23,99:7,Projekt grogrund,,0.0,0.0,0.0,0.0,10000000.0,0.0
17,99:7,Stimulansbidrag kulturmiljökompetens,,0.0,0.0,0.0,0.0,50000000.0,0.0
17,99:8,Stimulansbidrag kultur i vården,,0.0,0.0,0.0,0.0,35000000.0,0.0
16,99:8,Strategiskt forskningsanslag kärnenergiforskning,,0.0,0.0,0.0,0.0,100000000.0,0.0
23,99:8,Uppföljning biologiska bekämpningsmedels spridning,,0.0,0.0,0.0,0.0,5000000.0,0.0
17,99:9,Kulturlotsar och Sverigecenter,,0.0,0.0,0.0,0.0,300000000.0,0.0
23,99:9,Nationella livsmedelsstrategin,,0.0,0.0,0.0,0.0,900000000.0,0.0
16,99:9,Skolhälsovård,,0.0,0.0,0.0,0.0,850000000.0,0.0
17,9:1,Myndigheten för stöd till trossamfund,16327000,0.0,0.0,0.0,0.0,3000000.0,0.0
1,9:1,Svenska institutet för europapolitiska studier samt EU-information,31550000,-37000.0,0.0,0.0,0.0,-19000000.0,0.0
17,9:2,Stöd till trossamfund,81919000,0.0,55000000.0,0.0,0.0,-25000000.0,0.0
